ID,Text
1033,"although the taste leaves something to be desired, 5-hour energy worked very well.  i drank one halfway through my workday, and pepped up enough to go out and wash the ambulance.  my arms hurt later that night, but the product itself worked for me."
1034,"This is a great price, but every time I've bought these through Amazon, the bottles frequently have dark... ""stuff"" on the threads of the bottle when you open it.  I've never seen this when buying them from the local drugstore, so I worry that these are either old or maybe not authentic?<br /><br />Can't say for sure of course.  They do have the desired effect, so I'm not complaining too much.  It's kind of gross sometimes though."
1035,well u get the energy u really want for the 5 hours and it really boast u a bit but that u will be calm again and need to rest.. not bad great product
1036,"The energy drink is a great product. The shipping price is crazy tho. I paid more for the shipping then both products together, so not a great deal."
1037,"I recently gave up my major 20 year Diet Coke addiction.  I did it for a number of reasons.  I typically wake VERY early to hit the gym before work & needed something to help me wake up at 4:30 AM.  This product is GREAT.  No over-stimulation as it only has the caffeine equivalent of 1 cup of jo. It is also SUGAR FREE and has 0 Net Carbs!! I do feel the energy quickly & it lasts the 5 hours it claims.  The berry flavor is pleasant, but tart so I drink some water as a ""chaser"" (no pun intended).  I drink water the rest of the day & only use 1 in the morning unless I have a ""late"" meeting scheduled."
1038,"Finally, a product that gives you that extra boost you need for anything from travel delays to the overdue stack of paperwork. You feel the effects instantly with more energy and a higher concentration level.  It stays with you and does not leave you feeling dopey or spent when it wears off."
1039,This is the best energy product I have ever used. It starts working right away and keeps you going for a long time.
1040,"I took it at 5am yesterday. It is now almost 3am the next day and I am laying in bed and skin feels tingly, can't sleep at all. I feel like I am at super sayan level 4, power of the red monkey. I could shoot ki blast out the window if I wanted too. Maybe some kame hame wave's too."
1041,"I sampled this cake as offered from Biscoff 1 month ago and fell in love.  It is extremely moist and is most delicious when sliced thin to accompany a cup of coffee. The ingredients are perfectly blended as no one taste is overpowering, but you are able to taste each individual ingredient.  If you are looking for a great coffee or tea accompaniment, please give this cake a try!"
1042,"This is the moistest, most delicious cake in the world.  if you like almond tarts, marzipan, that kind of taste, you will be in love with this cake.  Normally I think packaged cake is awful, by the way.  This one is amazing."
1043,"First, the ingredients list is wrong.  They are almonds, not cashews.  I don't have a recent bag (just ordered), but I have seen some with tapioca syrup and some with rice syrup listed in the ingredients.  My 6 year old son has tons of foods he needs to avoid, so these distinctions are important to us!  Luckily, he has been able to eat these and loves them.<br /><br />The pieces in the bag vary in size.  The most typical is about 1-1.5"" long by ~3/4"" wide.  There will be some loose crumbs in the bottom too.  It looks like they make them in a big pan and then cut them down.  I would compare them to bite-size (or 2-bite sized) granola bars.  It is just the right amount of sweetness added.  I love that these have a nice protein boost when I need to grab something and go."
1044,"I spent some time searching for an alcohol free rum flavor to make daiquiri sorbet, and LorAnn has produced the best flavor thus far (which tastes outstanding).  It blows away the competitors that I have tried.  Baking with it has not yet been attempted, but I imagine there would be similar results.  The price is quite reasonable for a 4 oz bottle, although it is much more so if multiple bottles are ordered (save on shipping).  It has natural and artificial ingredients; I would prefer it to be all natural, but that's a price I'm willing to pay for the flavor.  I predict this will remain my alcohol free rum flavor of choice."
1045,I bought this bag and found it 50% cheaper at smart and final. It was also old and and white. This was terrible! I bought it to put in the candy canisters I give to co-workers. So I didn't find out it was OLD till a co-worker informed me. I was so embarrassed. Do not buy this candy. It all ended up in the trash. Very disappointed!
1046,"This candy was obviously old. Each chocolate was discolored. The Krackel krispies were not crispy and the chocolate wasn't right. Peant butter cups and Goodbars nasty, the nuts are horrible. Hersheys pulls their candy off of the shelves in the stores when it is getting old. Seller must have bought it up & sold it here last year or the year before. It has to be at least 1 or more years old. Do not buy chocolate from ZANY Values, it isn't good for you!!<br /><br />I'm sure that if the candy were FRESH that it would have been just fine. I have re-ordered from a different vendor and will let you know if theirs is fresh (as it should be) or not."
1047,Raw is eating from your Organic garden of fresh grown fruits and vegetables.It is also all the nuts growing from the mountains that surrounds us through out the land from the forest. Although grown from a tiny little seed that the sun and rain helps in growth it is our heavenly father our creator God who truly makes them grow and should be appreciated for his gift of life to us all and for our home the planet we call earth .<br />I used to be a true vegetarian then I went to only eating Poultry and some fish and eggs through out the years.Now I will eat vegetarian soup made with some beef stock but I don't care for the meat itself and no pork.<br />I am still Organic Alternative and Green but I am slowly trying to go back to being that true vegetarian that I used to be however going raw will take a some time because I have a little hard time chewing with my teeth like my friend but after I get my dentures I will be able to adjust into it .Right now I am canning for winter storage.I have dehydrated my whole garden into green super power food that I added to my barley greens. note if you choose to cook get the Fagor Pressure cooker caner That I got it helps make the meals go quicker and is a lot healthier than baking and Broiling or grilling and never fry food.<br />Well I will let you know how the canning turn out and one day I'd like to make home made all fruit yes that's right not jelly or jam.<br />Hi Again so far so good I have canned 4 pint jars of my home made spaghetti sauce with 4 of Chili and 4 vegetarian soups with 2 red cabbages and they sealed and are ready for winter when things get rough as around here it is hard to get organics so when I do I get all that I can like I just got up at the farmers market this late fall and then I either freeze them or can them and even dehydrate them.<br />So I will keep you up to date but I need to try and get some organic fruits and that is hard to get again around here.<br />well catch ya later as I never say goodbye!Just get this wonderful organic fruit nut and seed mix it has no preservatives and is delicious and affordable and if I can get it you can too. Just remember to soak the nuts and seeds because nature puts some  protective coating on it and they need to break down this to be edible and fit for human consumption.
1048,Put two tablespoons. in a large cup of fresh coffee and you have a great coffee mocha.  I have recently tried several others that have been recommended and got great customer reviews online.  None are as good as this one.
1049,"If you've never tried any of Ghirardelli's hot cocoa products you are in for a treat! Made with milk, the cocoa is far superior to any other cocoa product on the market. I don't drink coffee, but have a cup of this every morning. When made in the Froth Au Lait hot chocolate/latte maker, you will get the best cup of hot cocoa you ever had."
1050,This is the best hot chocolate next to Cadbury bought in Europe.  Our 13 yr old would never drink her chocolate milk until we switched to this (unfortunately we don't have a steady supply of Cadbury's).  It's great!
1051,"I usually buy this from Starbucks, but after buying this item on sale I will be making my coffee at home. I am not a heavy coffee drinker but sometimes when I have to study I need a quick pick me up and this will do it. I love all their product. Sometimes I add a little cinnamon grade AA and it really gives it a boost. I would definitely buy this product again and I think it is a good price. I saw it for a lot more in the store."
1052,We appreciate the short list of ingredients on the Ghiradelli hot chocolate mixes.  The Chocolate Mocha flavor is rich and chocolatey with out being overpowered by the coffee.  This is one of our favorite cold weather drinks.
1053,Found this product discounted at a good price at slickdeals.net for about $10.<br /><br />First time drinking this stuff since I bought it.  I was blown away at how awesome it taste.  This was my first time trying something other than the Nestle brand cocoa (other than the few times I ordered cocoa at a cafe).<br /><br />Has a nice blend of mocoa/cocoa and doesn't taste too sweet like what I'm used to with Nestle.<br /><br />Definitely giving this a thumbs up.
1054,"Heat 8-10 oz 2% or whole milk, not quite to boiling, in your microwave. Add ~1-1/4 rounded teaspoons of Ghirardelli Mocha Hot Choc powder + ~1-1/8 rounded teaspoons of Ghirardelli Hazelnut Hot choc powder, stirring to fully mix. Now add ~3/4 oz Christian Brothers VS Brandy. (Optionally) garnish with whipped cream or a small accent of vanilla ice cream and serve.<br />Notes: Not to be a brand whore, but Christian Bros (VS, not the more expensive VSOP) is the only brandy I've found to really have the right profile for this recipe. Exact proportions for all 4 ingredients should ultimately be to your own taste. Non-fat and 1% milk are NOT recommended. The brandy should contribute its flavor but not be so strong as to have an obvious alcoholic note. I've for many years used a 1.0 Mocha + 1.5 Hazelnut ratio, but lately the Mocha product hasn't seemed as intense, so I've adjusted. You'll know it's right when the mocha + hazelnut + brandy flavors are in such balance that none is too dominant -- the result will be a new experience ""greater than the sum of its parts."""
1055,I did not expect this hot chocolate to be quite as sweet as I found it to be. It also has more calories than previous Ghiradelli similar hot chocolate.<br />It has a rich taste and if I were not concerned with weight I would overlook the higher calories.
1056,"While you would expect Ghiradelli to make good chocolate, the flavor of this mocha cocoa is precisely that of great darker chocolate flavor, using just enough coffee flavor to accent the cocoa without overtaking it.  A smooth, delicious start or finish to your day - even a warm afternoon pick me up on those chilly days!"
1057,Premium Ghiradelli chocolate mixed with just a hit of coffee makes this a great drink.  I've gotten to where I add a heaping spoonful to my Starbucks coffee every morning.  It gives it an extra coffee flavor and the chocolate for Ghiradelli far exceeds the 'mocha' chocolate you get at most barista stands.
1058,I use this product with my home brewed espresso and milk to make a mocha latte.  It's terrific!  I ordered on the auto ship plan through Amazon and save about a $1.50 per can over buying it locally.  Plus I get the added benefit of having it delivered to my door instead of having to drive to a specialty shop to get it!  Great product and great service.
1059,"I love this hot chocolate. In my opinion, it's the best on the market.  It has a nice grown-up flavor of chocolate and coffee."
1060,I don't know what all the positive reviewers here are raving about. I tried Ghiraradelli's premium cocoa mix and found it much too sweet that it was almost unpalatable. And not a very chocolatey taste either. The directions given for one serving are 4 Tbsp of the powder to 8 oz of milk.  Did they meant 4 tsp?  Using their directions would yield a total of 8 cups of hot cocoa -- not very economical for a product with so much sugar.  I had high hopes for this product but was very disappointed.
1061,"Very bitter!  I couldn't taste the coffee at all.  It basically tastes like baking cocoa.  No sweetness, no richness, not coffee.  I bought the 4 pack though, so I've begun mixing it half and half with Swiss Miss (in the can), and then sprinkling it with instant coffee after I've made a cup.  Even making it with whole milk couldn't make this yummy by itself.  If you like a rich chocolate taste with just a bit of coffee.... shop elsewhere."
1062,"I used to drink Ghirardelli Chocolate Mocha hot chocolate as a treat on weekend mornings when I was working.  I'm now retired and started drinking it every day.  I was afraid that I would get tired of it drinking it every day instead of just as a treat.  Well, that didn't happen at all.  I am now what I would call addicted to it.  I have it every morning with my toast and my GMA on TV.  I recently went to my mother's place for several days and truly missed my favorite morning drink.  I couldn't wait to have it the morning after I got home.  Next time I'm going to be gone for several days I'll make sure I take a canister with me.  I love that I've found this product on Amazon and even that I have to opportunity to have it via automatic shipment.  I started having trouble finding it in the stores we shop so the automatic shipment it great."
1063,Love this hot chocolate. Made with skim milk for a healthier delicious hot drink. Creamy and tasty. Will never go back to supermarket hot chocolates.
1064,"This is absolutely the best hot chocolate out there. It is not too sweet, so more for adults than for kids. Easy to make. Just add milk. No intense mixing required. Dissolves easily."
1065,"Okay, so let me preface my review by saying that I don't drink hot chocolate that often and I'm from America and don't think I've ever had hot chocolate while traveling in Europe, BUT my husband is a British citizen who grew up in India with summers in England and he has searched HIGH and low for a chocolate drink that would remind him of those from his childhood.  We found it in this drink and he wont drink any other chocolate drink now (not even the 47 other kinds that are in my pantry that I bought for him to try and after 1 cup he turned his nose up at them... men)."
1066,"Having liked the various types of Ghirardelli chocolate and premium hot cocoa's I decided to try some Ghirardelli Chocolate Premium Hot Cocoa Mix, Chocolate Mocha. After trying several cups of this I started to wonder what happened to the Ghirardelli Chocolate as myself I thought it was overpowered with the coffee taste. Not my cup of hot cocoa!!"
1067,"I've been a fan of Ghirardelli Triple Chocolate brownie mix for a long time. And I also like Ghirardelli chocolate candy. So when I came across this chocolate mocha hot cocoa mix I wanted to give it a try cause I love cocoa and coffee. I'm glad I bought it because this stuff is delicious. I love the combination of chocolate and coffee. The coffee in it is very subtle and definitely not overpowering. It's rich, very flavorful, and bold. And as others have pointed out this is the best mix you can buy. I'm very impressed."
1068,"Great deal and great transaction!  Finally, an affordable way to indulge my chocolate craving.  Will definitely buy this again!"
1069,"Ghiradelli might not make the best chocolate in the world, but their chocolate mix is my personal favorite. It is rich and mixes easily without the residue in the bottom of the cup that lesser brands suffer from. The mocha flavor is very good with a strong coffee flavor that doesn't overpower the chocolate. This is simply great hot chocolate and well worth getting if you enjoy mocha. It also mixes very well in milk shakes!"
1070,"I made this for my 12 year old grandson.  ""Grandma this is the best hot chocolate I have ever had in my whole life!""  You can guess what he got for Christmas.  It really has a wonderful flavor.  Top it off with whipped cream."
1071,"I love hot cocoa and hot chocolate... and have tried many different brands.<br /><br />GHIRADELLI is by far the worst that I have ever tasted!  I honestly don't have any idea how they ever became famous for their hot cocoa.<br /><br />This cocoa has an awful, stale taste... and you can tell that it is made of cheap ingredients.<br /><br />It even tastes worse than the much lower-cost brands like Swiss Miss and Nestle.<br /><br />If you want a REAL hot chocolate, look up MARIE BELLE.  It is thick and rich... not weirdly processed garbage like GHIRADELLI!!!"
1072,"The Chocolate Mocha flavor of this Hot Cocoa is really nice. It's different from the usual Hot Cocoa since it has a hint of Coffee. The quality is definitely there, I find it to be better then the Godiva brand. Mixes extremely easily, there is no residue and works with milk or even water mixed with half and half. I must say that it is a bit much of the same flavor, I would have rather 4 different flavors since the containers are big. Worth it though! A++"
1073,"Best mix on the market for making cafe mocha lattes, and we've tried them all"
1074,"The best hot chocolate,by far.. Not so easily available in my area.<br />Love the mocha & the double chocolate"
1075,"Easy to use (do not abuse),<a href=""http://www.amazon.com/gp/product/B000H27NU6"">Ghirardelli Chocolate Premium Hot Cocoa Mix, Double Chocolate, 16-Ounce Tins (Pack of 4)</a> great taste. It makes you to feel good."
1076,"Try a little sprinkle on ice cream, makes a good milkshake, mix it in cakes or brownies, sprinkle on the cake, enhance coffee drinks and liquors, get rid of that pesky cat, add texture to Barry and Levon's 240 pounds of pudding, brown paper mache, movie prop heroin, or dip your bananas in it.  I consume it with BlueBell Homemade Vanilla ice cream.  I like the double chocolate better."
1077,"Not really sure what I expected, but since I like Ghirardelli chocolate, and I like hot chocolate and hot mochas from coffee shops, I thought I'd like this product.<br /><br />Unfortunately, despite following the directions and making this in milk, it's not as rich and satifying as I hoped.  I hate to say it, but I think Swiss Miss mixed Instant coffee tastes better than this.<br /><br />That's unfortunate, because this is a four pack of cannisters and I'm only half way through the first one!"
1078,"love the contents, but two of eight containers were badly dented.<br /><br />jan"
1079,"Great product! Love making this during the fall and winter months because the smell goes through the entire house reminding me of Christmas. Taste great too especially when warm and with cream cheese. Have made it for co-workers who always rave about it. It's easy to make up, too."
1080,"I cannot tell you how many of these I made between Thanksgiving and Christmas!  Fast, convenient and SO DELICIOUS!  I got rave reviews!  Thanks!"
1081,"I have tried nearly all of the Pillsbury quick bread mixes, and this is my favorite.  And of course it is nearly impossible to find in a store in my area so I am really happy to find it on Amazon.  This has a packet of actual diced apple in syrup (sort of like the canned apples for pie).  It makes great muffins or coffee cake also.  You can add things to it, like raisins, cranberries, nuts, etc.  Just super - I recommend it!"
1082,I bought this product and when it arrived it was not organic.  BEWARE!  The package shown in the photo is not an organic product.
1083,This is the perfect size for a snack bag for school.  Minus one star because the glue for the straws also glues the wrapper to all of the boxes.  That's annoying.
1084,"I wonder if the other reviewer's order got mixed up at the warehouse or something?  We received organic juice boxes, just like the title says."
1085,I absolutely love the Peanut Butter and Strawberry Kind bars! They taste just like a peanut butter and jelly sandwich!
1086,"These potato chips are probably the best chips I flavor ever have. The spicy barbecue is the perfect mix of flavors! I have had tons of these chips and still they never get old. It fits one person per bag.  After a few chips, you will taste the spicy part.  Every time I see the bag, my mouth just waters.<br /><br />These would be perfect for you if you are getting tired of the other potato chips!<br /><br />Depending on the stores, sometimes shipping can be expensive.  If that is the case, most of the times you can find it at your local oriental groceries."
1087,"oh man, i love this candy! it's super delicious, but its really not that sour. I'd always collect a giant cache of quarters and spend it all on these for 50 cents each! =)"
1088,"Our friends from Germany visited with us a few weeks back, and one of them adores Manhattans. She had them here 15 years back, and when I no longer could find a bottled mix locally, I ordered it from the Internet. This is my first experience with Master of Mixes, and the Manhattans turned out great, just as good as if I had made them from scratch. A great product!"
1089,"I just love this Chili--it is beefier/chunkier than other no-beans chilis and the blend of seasoning is simply outstanding--much more savory and less of an assault to the tastebuds than Hormel's in my opinion.  Goes great on a hot dog, a baked potato, good to dip tortilla chips in and a wonderful companion to grilled cheese sandwiches or just toasted english muffins."
1090,"so anyways, i wished that i could find ginseng tea more easier, but for the price excluding the shipping i suppose its allright. comes in a weird form, not powder kinda like small bits of grass. Taste fine not sour or sweet"
1091,Packed poorly in shipping and a few had the seal broken because they were rolling around in the box!
1092,"Very good lemonade mix.  Close to fresh in taste.  Love that it has stevia.  I like it so much more than crystal light or any of the other mixes with artificial sweeteners.  I can take it anywhere, mix it in bottled water, and have a refreshing, healthy, safe, cool drink."
1093,"Bull Dog's Chuno has become a flavorful addition to my kitchen.  I've used it in everything: marinades, rice, stir fries, vegetables, etc.  I've also used it by itself or as a base to dipping sauces.  It also adds a nice component to homemade bbq sauce.  If I had to compare it to something it would be steak sauce.  Everytime I want to change a dish up a bit, I use chuno.  I've bought mine from somewhere else and didn't know it came in larger sizes.  The offering here is almost double the size, but it's also almost triple the price.  However, if the place I buy it from were to stop, I'd buy it here without fail.  I just wish they had the 50% less salt version."
1094,My dogs loved these...they were cheap too.  Only problem is they are oily to the touch...given they outside is great!
1095,"Arrowhead Mills Organic Savory Herb stuffing has a very nice blend of herbs for a flavor that compliments chicken and turkey. I especially appreciate the fact that there are no transfats used in this stuffing so I and my family can enjoy it without worry! The stuffing is very easy to prepare, but really adds to the meal. We use it all year long. Why wait for a holiday to enjoy good food?"
1096,This was a christmas present for my son in law who collects super hero stuff. He was surprised but really liked it.
1097,"My daughter loved the little tin that came with her Adagio tea set so much that I got her a cannister of this for Christmas.  I think it will end up being a regular gift as we all love it so much.  It really is delicious, and with green tea being so good for you, we drink it all the time.  All the products I've tried from Adagio have been wonderful."
1098,"I am hooked on it.  It's just wonderful.  Highly recommended for taste and flavor and price.  I've tried different teas from different restaurants and tea houses, but I just love this one for home.  I use it nearly every day.  Will be trying more of these teas in the future."
1099,"I normally hate, hate, hate citrus anything in my tea.  I always thought it tasted the way lemon dish soap smells.  I received this tea in a sampler and wow, I can't get enough of it.  It's the first citrus flavored tea I've ever liked in my life.  It smells really good, sorta like Froot Loops, and I didn't even need to put any sugar or honey in it to enjoy it."
1100,"The pack of six bottles was delivered in a timely manner but when I opened up a bottle, the juice tasted sour.  I thought that it had spoiled in transit and considered returning the remaining bottles but then I noticed the very bottom line on the product label,""Enriched with Organic Lemon Juice"".  It was too much trouble to return and, while I do not totally enjoy the tartness that the lemon juice adds, it is at least still pure and organic and healthy.<br /><br />I would not have ordered the product had I known that it was not JUST carrot juice but carrot juice with ""organic lemon juice"" added to it.  Perhaps this is why the price is so very right but I feel misled.<br /><br />It takes some getting used to if you are seeking the taste of carrot juice.  Before you order this item, I would suggest you buy a small bottle of carrot juice and squeeze some lemon juice into it to preview the effect of having lemon juice flavored carrot juice."
1101,"It's hard to find carrot juice  in stores so I gave it a try and ordered some juice from this seller via amazon....even so I felt kind of poshy doing so.<br />Well, I will do it again. My six bottles of juice were shipped super fast, packaging was very good. The juice itself is excellent. It is actually that rich in taste that I mix it half with water or apple juice. That way the already reasonable price  becomes even better.<br />I am really glad I gave it a try. Drinking a glas of carrot juice a day works wonders on my skin."
1102,"My recommendation? Get a juicer and make your own, or try Odwalla. The taste was bitter, and the smell was strange and foul. The label says ""Enriched with organic lemon juice"" and that is not pure carrot juice in my book. Maybe it was the lemon I tasted, I don't know. I had about three sips and couldn't stomach it."
1103,This carrot juice is the best.  I've tried so many other brands and this is the tastiest.  We love the Carrot/orange and the Super Veggie too. It's healthy and great tasting...can't get better then that.
1104,"Talk about horrible . . .<br />I was craving carrot juice and the store was out of the brand I normally like which has what I like for ingredients: Carrot Juice.<br /><br />I did see before buying that it said it had Organic Lemon Juice in it when I looked at the ingredients but I figured that the makers would only add it if it didn't change the taste that much.  Well all I have to say is I taste no semblance of carrots at all.  It tasted more like drinking a bad V-8 or something.  Then after sipping a couple of ounces I now have an acid reflux feeling in my throat and chest.  I drink water with lemon pretty often and never have that happen.  So now I'm wondering exactly how much lemon juice is in here.<br /><br />If you want carrot juice this is NOT for you.  I don't even think they should call it that . . .<br /><br />I don't normally do it, but I am seriously considering taking this back to the supermarket.  I also think I should write a letter to the company because it is just that ridiculously bad."
1105,"I tried this carrot juice for the first time today and regret buying it.  I took my first sip and actually wondered if someone had put pickle juice in the jar.  It was awful.  I've had several carrot juices and never had any as sour as this.  It is difficult to fathom how this product is still produced.  It has lemon juice in it, but apparently far far too much.  If you enjoy pickle juice with your carrot juice, you will love this product.  I don't."
1106,"I don't know how they did it - but this is by far the worst tasting carrot juice I have ever had.  I think it has to do with the long shelf life - expires in 2012, I drank it in 2010 (well I tried to drink it).  It was probably bottled in 2007 or something.<br /><br />YYEECCHH!!"
1107,"First Indiana Jones found the ""Lost Ark of the Covenant"", then the ""Mystical Stone from the Temple of Doom"", then ""The Holy Grail"" and finally the ""Palace of The Crystal Skull""...But the loser still cant find ""The Lost Lakewood Bottle of Real, Honest 100% ""PURE CARROT Juice"" Minus Lemons"" not without ""Short Round"" anyway.<br /><br />I tried to leave ""no stars"" or fewer cuz, I felt and tasted the pain of other misguided customers, I spewed out my first rancid acidic taste of this clearly labeled, ""PURE CARROT"" Juice. Lakewood's knucklehead faux pas is their troglodytian approach to the label design. I can easily read ""PURE CARROT"" and ""PURE"" again, just above the illustration of ""CARROTS ONLY"" (but nada lemons), but in much smaller print at the very bottom of the label and below the CARROTS ONLY illustration (sans lemons), it mentions ""enriched with lemons"", 1% to be exact, which means 99% of their marketing team make O'Donnell look constitutionally wise.<br /><br />Intentional or not, it aint the keenest marketing approach to ""thinking"" consumers. To paraphrase a wiser woman, ""You might want to rethink those ties."" (LABELS in this case)~ E.Brockovich ~.  Even Juicy Juice was smart enough to clear up their ambiguously labeled products.  Today's McFly FYI and word of the day is ""PURE"", and brought to you from my sponsor, ""Merriam Webster"": PURE : unmixed with any other matter. As in Gold, Pure Gold, Jerry. (I watch tv and commercials, does it show?)<br /><br />For an amazing ride courtesy of the ""short bus marketing team"" see the label here:<br />http://www.amazon.com/Lakewood-Organic-PURE-Carrot-Juice/dp/B0000ZSHAK<br />Click on the photo and zoom in to find the 1% of Einsteinian logic or lack there of.  Finding the PURE BS or at least 99.9% requires no zoom, matter of fact arms length, like in a grocery store aisle is close enough to be misdirected.<br /><br />Ok Lakewood, so, think what you will about my criticism be it glib, harsh, frank, curt or possibly even unfair or totally wrong.  On the other hand, I think not but I would love to be proven wrong.  Are you game for a little challenge: Get three 3rd graders, heck even three 3 year olds and give them each 3 crayons, green, yellow and orange.  Now ask them to draw a picture for the label of juice which contains, ""carrots and lemons"" or if your brave enough for a real acid test, ""lemons and carrots.""  All I am saying, is give 3's a chance! In a world of scams, rip-offs and misconceptions and misdirection...be honest and be excellent to one another.<br /><br />No hard feelings, right?<br /><br />Ret Hink aka Curt Frank aka bombastic sarcastic B@5t@rD"
1108,Been waiting for this to be shipped for over 30 days.  Might be OK - hard to tell unless they send it.
1109,"They are very hard to find but whenever I do I try to stock up. Great flavor, perfect for munching on and still pretty healthy. Highly recommended."
1110,"I purchased this product for my goats initially. I like to give a warm drink of molasses water to my does after they kid and I also give a tablespoon full to any goat that seems to be feeling poorly. It seems to give them a good boost when they most need it. I bought an extra bottle for the house because I have always loved a bit of molasses on my biscuits. Much of the molasses, even that labeled blackstrap, that I have been finding in recent years is bland and seems to lack flavor. This molasses is quite delicious, if you like molasses, and is rich and flavorful. It also has high iron content, higher than I was finding in other brands."
1111,Product contains 70% of adult requirement for iron in one tablespoon; yet is safe and gentle on the digestive system.  Ordered and sent to my 82 year-old mother who had had some problems with diverticulitis.  She took three tablespoons a day for a week then tapered down.  She felt stronger in days!
1112,"My wife has a difficult time getting enough iron, and supplements are very hard on her stomach.  With 70% of the USRDA of iron in one serving of this blackstrap molasses, she can very easily get the iron she needs.  This is not in any way hard on her stomach, either.  It tastes very good compared to other blackstraps we tried - a few have a slight edge on taste but none on iron content.  Blackstrap is an acquired taste but worth it for natural nutrients.  This definitely picked up her step within a very short time (she gets low energy and tired when she needs iron).  We will definitely be buying this again."
1113,"I bought this for my mother on the recommendation of my family physician.  He said my mom has iron deficiency anemia.  As the name implies, iron deficiency anemia is due to insufficient iron. Without enough iron, your body can't produce enough hemoglobin, a substance in red blood cells that enables them to carry oxygen. As a result, iron deficiency anemia can leave you tired and short of breath.  The solution: boost your iron intake.<br /><br />One tablespoon of this tasty delight has 70% RDA of iron and it tastes pretty good too.  If you like the taste of black licorice, I'd say you'll probably like the taste of this."
1114,"I bought this molasses at a local grocery store and nowhere on the bottle does it state that it is, 'unsulphered'. I called the company and talked to a sales rep in which he stated that it was not unsulphered. Although it does have a higher percentage of iron, I'm going back to Plantation."
1115,"Its a great product.I would recommend this to everyone who wants a tasty sweetner other than sugar.I just started using it,taste so good,the jar is almost finished."
1116,"This stuff does not taste like black licorice or sweet in any way to me.  It tastes kind of like thick, nasty soy sauce.  I can't see how anyone could take 3 tablespoons a week of this.  I barely managed to swallow the teaspoon I put in my mouth.  We eat very healthy and not much sugar but my tastebuds say ""no way!"" to this stuff.  It does have 70% of your daily iron so I will make some attempts to hide this in something else- though I really can't imagine what right now.<br /><br />In addition, the cap was not on tightly when the package arrived and the black goo had leaked out into into the packaging.  They did have it wrapped securely in bubble wrap though, so it only got on that.  Still, not pleasant to have to clean the container before I could open it."
1117,"I love the fact that this has so much iron in it.  I'm a vegan and it's not easy to get enought iron.  The molasses isn't quite as tasty as some I've had, but it has about 5 times more iron, so I'm ok with it.  I don't think anyone would buy molasses online if they just wanted a tasty food, so I guess it's a winner."
1118,My cat suffers from bladder cysts frequently since i have used this now since november 2011 he has not had 1 attack of not being able to pass his urine. i place a few drops in his food every week. btw he does not like it but tolrates it. at first i had to use eye dropper and place a few drops in his mouth but after time he got used to it. a giant thank you this has saved me so much worry whether or not he will be ok.
1119,"I bought this statehood gift basket to break apart the items into smaller gifts for friends/family.  It's over priced so I will not buy this again.  The contents are mainly food made in China,  like graham crackers and taffy etc. One of the reasons I wanted it was for the beautiful XL ceramic coffee mug in this set.  Basket/item  is really large due to all the fancy packaging like novelty wrapping/cardboard for bulk, so there is not that much in there.  It's fun to open and it will bring back memories of a state you resided in.  Overall I was delighted with it but not the outrageous price for China made items and some items listed in the product were NOT included in this particular gift.  ( items vary per set )"
1120,"Wow, this tastes great, sweet and chocolaty! Like a liquid chocolate bar.<br /><br />Plus it is organic!<br /><br />It does contain high-glycemic cane juice, so I don't drink too much. The original and vanilla flavors are sweetened with low-glycemic rice syrup. They have less sugar. All are organic.<br /><br />I don't know why the ingredients here say canola oil. Neither the Good Karma website nor the label on the box has that ingredient. If I verified that this site is correct, and the Good Karma corporate website and the label on the carton are wrong, I would stop using the product. Perhaps this page has outdated ingredient information.<br /><br />This is the richest most milk-like rice beverage and the label on it does not mention canola oil, which contains up to 2% toxic erucic acid and is found in many rice beverages that are fed to children! Canola oil cannot be used by US FDA regulation in infant food. (One research paper found higher levels of erucic acid in red blood cells of autistic children compared to non-autistic children, and there are many other well established toxic effects of erucic acid in humans and animals. Look in the medical journals.)<br /><br />This product is sold in my neighborhood Ralph's (best price), VC discount, and Whole Foods in Los Angeles.<br /><br />The 365 brand (Whole Foods own brand) is also canola-free. It is much cheaper but watery in comparison. I use it for cooking. Only plain and vanilla flavors, though.<br /><br />West Soy Rice beverage is also canola free. It has a more neutral taste and less body. They have a chocolate flavor.<br /><br />Many people find rice milk better tasting than other milk substitutes. I find it to be much easier to digest than soy and nut products. Soy milk, however, has much more protein. Aside from being hard to digest, I don't eat too much soy because of the anti-nutritional components; so I get my protein elsewhere."
1121,"It is a tiny bit grainy .. but it doesn't bother me a bit, my kids really like it - I use this as a ""chocolate syrup"" substitute in my kids milk to make the box go further - they really love it - it's great drinking it full strength too.  Not too sweet.  We love it!"
1122,I love this ricemilk.  It has the consistency of almond milk and no soy.
1123,"I am a Saba fan.  It is expensive for this but the intensive flavor given to salad dressings, dips, etc is without equal.  Use your imagination for this fruity/astringent addition.  The only responsibily bad results is yours for poor execution."
1124,This is the second time that I ordered this product and I've been very happy with it.
1125,"Found these at a local grocery store and just about fell in love with them.  Their taste is fresher and most of the seeds live up to their name.  I got original, ranch and sizzlin bacon - they're all great!  When my grocery store told me they got Bigs as a one-time deal, I was happy to find them at Amazon.  If you're a seeder you've gotta try these."
